"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una prueba funcional automatizada (Prueba E2E) de un flujo de compra en la página demoblaze","Buy products in Store","SUCCESS","2024-05-06T23:04:05.9187699-05:00[America/Guayaquil]","0.0","22.71"
